"Dấu thời gian","Điểm số","Bạn có phải sinh viên UEH không ?","Trong 1 tháng qua, bạn có đặt trà sữa thông qua ứng dụng giao hàng không ?","Bạn có thích uống trà sữa không?","Lý do bạn chưa từng đặt trà sữa qua ứng dụng giao hàng là gì?","Bạn thường mua trà sữa bằng cách nào?  ","Điều gì có thể khiến bạn cân nhắc đặt trà sữa qua ứng dụng giao hàng? (Chọn nhiều đáp án nếu có)","  Bạn có dự định sử dụng ứng dụng giao hàng để đặt trà sữa trong tương lai không?  ","Bạn đã nghe qua thương hiệu nào dưới đây chưa?","mức tiền bạn sẵn sàn chi trả nếu bạn đặt trà sữa thông qua ứng dụng","Thời gian bạn sẵn sàng chờ đợi nếu có đặt trà sữa thông qua ứng dụng","Bạn đã từng mua hàng trực tiếp từ những thương hiệu nào ","Bạn có đã từng đặt trà sữa qua ứng dụng giao hàng nào?","Trong tuần trước bạn đã đặt trà sữa qua ứng dụng bao nhiêu lần?","Trung bình, bạn mất bao nhiêu phút để hoàn thành một đơn đặt trà sữa qua ứng dụng?","Bạn thường đặt trà sữa qua ứng dụng vào khoảng thời gian nào trong ngày?","Mức giá trung bình bạn thường chi cho một ly trà sữa qua ứng dụng là bao nhiêu?","Bạn có sẵn sàng đặt trà sữa với mức giá cao hơn nếu chất lượng tốt hơn không?( giá cả)","Bạn ưu tiên đặt trà sữa từ các thương hiệu nào nhất?","Bạn có sẵn sàng đặt trà sữa từ một quán mới chưa từng thử không?","Bạn sẵn sàng đợi bao lâu để nhận trà sữa đã đặt?","Bạn có thường xuyên hủy đơn vì thời gian giao hàng quá lâu không?","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chỉ đặt trà sữa khi có mã giảm giá hoặc ưu đãi từ ứng dụng.]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi ưu tiên đặt trà sữa từ cửa hàng có nhiều chương trình khuyến mãi hơn.]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu có freeship, tôi sẵn sàng đặt hàng ngay cả khi không thực sự có nhu cầu]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chờ đến các dịp khuyến mãi lớn (sinh nhật app, ngày 8.8, 9.9, 10.10,...) để đặt trà sữa]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu giá trà sữa sau khi áp dụng mã giảm giá hấp dẫn, tôi có xu hướng đặt số lượng nhiều hơn.]","Ảnh hưởng của đánh giá & review [Tôi thường xem đánh giá sao trên ứng dụng trước khi quyết định đặt trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thích đặt hàng từ quán có nhiều đánh giá tích cực hơn.]","Ảnh hưởng của đánh giá & review [Nếu thấy một quán có đánh giá dưới 3 sao, tôi sẽ không đặt hàng.]","Ảnh hưởng của đánh giá & review [Tôi có xu hướng đọc các bình luận của người mua trước để xem phản hồi về chất lượng trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thường để lại đánh giá sau khi nhận trà sữa]","Bạn cảm thấy hài lòng như thế nào với trải nghiệm đặt trà sữa qua ứng dụng giao hàng?","Bạn có tiếp tục sử dụng ứng dụng để đặt trà sữa trong tương lai không?","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Hương vị của trà sữa sau khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Độ tươi mới của trà sữa khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Nhiệt độ của trà sữa có phù hợp (đối với trà sữa nóng/lạnh)?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Lượng topping có đúng với yêu cầu đặt hàng không?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Đóng gói của quán có đảm bảo không bị đổ hay hỏng khi vận chuyển?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thời gian giao hàng có đúng với dự kiến không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thái độ của shipper khi giao hàng]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Tình trạng trà sữa sau khi giao hàng có còn nguyên vẹn không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Ứng dụng có cập nhật trạng thái đơn hàng kịp thời không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Bạn có cảm thấy an toàn khi nhận hàng từ shipper?]","Bạn cảm thấy mức giá khi đặt trà sữa qua ứng dụng như thế nào? ( giá cả)","Bạn có hài lòng với số lượng mã giảm giá & khuyến mãi từ ứng dụng không?","Trên thang điểm từ 0 – 10, bạn có sẵn sàng giới thiệu ứng dụng đặt trà sữa mà bạn đang sử dụng cho bạn bè không? (0: Không bao giờ – 10: Chắc chắn giới thiệu)","Giới tính của bạn ?","Độ tuổi của bạn","Thu nhập trung bình hàng tháng"
"3/28/2025 13:59:17","0","Có","Có","Có","","","","","","","","","shoppee food","5 - 7 lần","5 - 10 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Koi Thé","Đôi khi thử nếu giá rẻ","20 - 30 phút","thường xuyên","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","bình thường","Có thể","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","hợp lí","Bình thường","8","Nam","18 - 20","2 - 5 triệu"
"3/28/2025 14:38:15","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","5 - 7 lần","10 - 20 phút","Trưa (10h - 14h)","56000 - 70000 đồng","Trung lập","Gong Cha","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hơi đắt","Bình thường","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 14:42:05","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","5 - 10 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Có sẵn sàng","Phúc Long","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","hợp lí","Bình thường","5","Nam","18 - 20","5 - 10 triệu"
"3/28/2025 15:00:10","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","7 lần trở lên","trên 30 phút","Tối ( 18h - 22h)","56000 - 70000 đồng","Hoàn toán sẵn sàng","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Rất hài lòng","10","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 15:39:15","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","MayCha","Chỉ khi có review tốt","20 - 30 phút","thỉnh thoảng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Bình thường","bình thường","Có thể","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Hài lòng","hợp lí","Bình thường","8","Nữ","18 - 20","5 - 10 triệu"
"3/28/2025 22:08:49","0","Có","Có","Có","","","","","","","","","shoppee food","3 - 5 lần","20 - 30 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Trung lập","Koi Thé","Sẵn sàng thử ngay","30 - 40 phút","hiếm khi","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","không hài lòng","Không chắc chắn","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","hợp lí","Bình thường","10","Nam","20 - 23","trên 10 triệu"
"3/28/2025 22:10:35","0","Có","Có","","","","","","","","","","shoppee food","3 - 5 lần","trên 30 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Có sẵn sàng","Toco Toco","Sẵn sàng thử ngay","30 - 40 phút","hiếm khi","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hơi rẻ","Không hài lòng","8","Nam","20 - 23","2 - 5 triệu"
"3/28/2025 22:13:55","0","Có","Có","Không","","","","","","","","","Ứng dụng giao hàng của cửa hàng","5 - 7 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","The Alley","Đôi khi thử nếu giá rẻ","30 - 40 phút","thỉnh thoảng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","bình thường","Không chắc chắn","Hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Hài lòng","Bình thường","Bình thường","hợp lí","Bình thường","7","Nữ","20 - 23","2 - 5 triệu"
"3/28/2025 22:47:45","0","Có","Không","Không","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán, Nhờ bạn bè/ người thân mua giúp","Nếu có chương trình giảm giá hấp dẫn, Nếu có nhiều thương hiệu trà sữa yêu thích hơn, Nếu  thời gian giao hàng nhanh hơn","Có thể, nhưng tôi vẫn thích mua trực tiếp hơn","shoppee food, Grab food, Be Food","25000 - 40000 đồng","30 - 40 phút","Gong Cha, Phúc Long, Toco Toco, Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nữ","18 - 20","2 - 5 triệu"
"3/28/2025 22:48:30","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","20 - 30 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Maycha","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Bình thường","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Bình thường","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Hài lòng","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 22:54:47","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Có sẵn sàng","Gong Cha","Đôi khi thử nếu giá rẻ","Dưới 20p","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hài lòng","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Rất hài lòng","6","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 22:55:52","0","Có","Có","Có","","","","","","","","","Grab","3 - 5 lần","trên 30 phút","Trưa (10h - 14h)","56000 - 70000 đồng","Không sẵn sàng","Koi Thé","Sẵn sàng thử ngay","Trên 40 phút","thỉnh thoảng","Hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Không hài lòng","Không hài lòng","Không hài lòng","Hài lòng","Hài lòng","hợp lí","Bình thường","6","Nữ","20 - 23","5 - 10 triệu"
"3/28/2025 22:56:50","0","Có","Không","Có","Tôi lo ngại về chất lượng khi giao hàng","Nhờ bạn bè/ người thân mua giúp","Nếu có chương trình giảm giá hấp dẫn","Không, tôi không có nhu cầu đặt trà sữa qua ứng dụng","Grab food","41000 - 55000 đồng","Trên 40 phút","The Alley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","20 - 23","5 - 10 triệu"
"3/28/2025 23:04:21","0","Có","Có","Có","","","","","","","","","shoppee food, Be food","1 - 3 lần","20 - 30 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Có sẵn sàng","Koi Thé","Sẵn sàng thử ngay","Dưới 20p","thỉnh thoảng","Rất không hài lòng","Bình thường","không hài lòng","Hài lòng","không hài lòng","Hài lòng","Rất hài lòng","Bình thường","Rất hài lòng","không hài lòng","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Rất hài lòng","Bình thường","Rất hài lòng","Rất hài lòng","Bình thường","hợp lí","Bình thường","6","Nữ","18 - 20","5 - 10 triệu"
"3/28/2025 23:05:27","0","Có","Có","Không","","","","","","","","","shoppee food","1 - 3 lần","20 - 30 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Có sẵn sàng","Toco Toco","Đôi khi thử nếu giá rẻ","20 - 30 phút","hiếm khi","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","hài lòng","Có thể","Không hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Bình thường","8","Nam","20 - 23","5 - 10 triệu"
"3/28/2025 23:07:35","0","Có","Có","Có","","","","","","","","","Be food","3 - 5 lần","10 - 20 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Trung lập","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","hợp lí","Bình thường","9","Nam","18 - 20","Dưới 2 triệu"
"3/28/2025 23:09:36","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","3 - 5 lần","10 - 20 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Trung lập","Phúc Long","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất rẻ","Bình thường","10","Nam","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 23:09:58","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food","25000 - 40000 đồng","20 - 30 phút","Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 23:10:41","0","Có","Không","Không","Tôi lo ngại về chất lượng khi giao hàng","Mua trực tiếp tại quán","Tôi sẽ không đặt dù có ưu đãi","Có thể, nhưng tôi vẫn thích mua trực tiếp hơn","shoppee food, Be Food","25000 - 40000 đồng","Dưới 20 phút","The Alley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","20 - 23","Dưới 2 triệu"
"3/28/2025 23:11:11","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","10 - 20 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","30 - 40 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Có thể","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Bình thường","10","Nam","18 - 20","2 - 5 triệu"
"3/28/2025 23:14:13","0","Có","Có","Có","","","","","","","","","shoppee food","3 - 5 lần","10 - 20 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Gong Cha","Đôi khi thử nếu giá rẻ","30 - 40 phút","hiếm khi","Bình thường","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","bình thường","Không chắc chắn","Không hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Hơi đắt","Bình thường","7","Nam","18 - 20","Tôi chưa có thu nhập"
"3/28/2025 23:24:18","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Có sẵn sàng","Gong Cha","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","không hài lòng","bình thường","Có thể","Hài lòng","Bình thường","Bình thường","Không hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Bình thường","8","Nữ","18 - 20","2 - 5 triệu"
"3/28/2025 23:28:46","0","Có","Có","Không","","","","","","","","","shoppee food, Grab","1 - 3 lần","5 - 10 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","The Alley","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Bình thường","6","Nam","20 - 23","2 - 5 triệu"
"3/28/2025 23:30:11","0","Có","Có","Không","","","","","","","","","Be food","5 - 7 lần","10 - 20 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Toco Toco","Đôi khi thử nếu giá rẻ","20 - 30 phút","thỉnh thoảng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","bình thường","Không chắc chắn","Bình thường","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","hợp lí","Bình thường","9","Nam","20 - 23","5 - 10 triệu"
"3/29/2025 1:02:48","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","3 - 5 lần","5 - 10 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Không sẵn sàng","Toco Toco","Đôi khi thử nếu giá rẻ","30 - 40 phút","thỉnh thoảng","không hài lòng","không hài lòng","không hài lòng","Bình thường","Bình thường","không hài lòng","không hài lòng","không hài lòng","Bình thường","Bình thường","bình thường","Có thể","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Hài lòng","9","Nữ","20 - 23","2 - 5 triệu"
"3/29/2025 1:04:04","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","20 - 30 phút","Trưa (10h - 14h)","41000 - 55000 đồng","Trung lập","Phúc Long","Sẵn sàng thử ngay","30 - 40 phút","thỉnh thoảng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","bình thường","Chắc chắn có","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","hợp lí","Bình thường","7","Nữ","20 - 23","Dưới 2 triệu"
"3/29/2025 1:05:15","0","Có","Có","Có","","","","","","","","","shoppee food, Be food, Ứng dụng giao hàng của cửa hàng","3 - 5 lần","10 - 20 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Koi Thé","Đôi khi thử nếu giá rẻ","30 - 40 phút","thỉnh thoảng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","hài lòng","Có thể","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","hợp lí","Hài lòng","9","Nữ","20 - 23","5 - 10 triệu"
"3/29/2025 1:35:05","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Hài lòng","Rất hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Rất hài lòng","8","Nữ","18 - 20","Dưới 2 triệu"
"3/29/2025 5:13:24","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","7 lần trở lên","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Có sẵn sàng","Gong Cha","Sẵn sàng thử ngay","Dưới 20p","chưa từng","Hài lòng","Bình thường","Bình thường","không hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","bình thường","Chắc chắn có","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Bình thường","7","Nam","18 - 20","5 - 10 triệu"
"3/29/2025 5:50:12","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","không hài lòng","không hài lòng","không hài lòng","Bình thường","Bình thường","Bình thường","không hài lòng","không hài lòng","không hài lòng","Bình thường","hài lòng","Có thể","Bình thường","Bình thường","Bình thường","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","Bình thường","Bình thường","hợp lí","Bình thường","8","Nam","18 - 20","trên 10 triệu"
"3/29/2025 6:40:27","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","10 - 20 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","20 - 30 phút","thỉnh thoảng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Có thể","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Bình thường","5","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/29/2025 6:47:17","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","10 - 20 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Hoàn toán sẵn sàng","Phúc Long","Sẵn sàng thử ngay","20 - 30 phút","thỉnh thoảng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Có thể","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Bình thường","5","Nữ","18 - 20","5 - 10 triệu"
"3/29/2025 6:51:36","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","20 - 30 phút","Tối ( 18h - 22h)","56000 - 70000 đồng","Trung lập","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Hài lòng","Bình thường","Rất hài lòng","Bình thường","Rất hài lòng","Bình thường","Bình thường","Bình thường","bình thường","Không chắc chắn","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Bình thường","8","Nam","18 - 20","Tôi chưa có thu nhập"
"3/29/2025 6:54:00","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","7 lần trở lên","5 - 10 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Có sẵn sàng","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","thỉnh thoảng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Rất hài lòng","bình thường","Có thể","Không hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","hợp lí","Bình thường","10","Nữ","18 - 20","trên 10 triệu"
